family,field,sibling_title,current_value,proposed_action
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Blackout Pump Cover,adult,per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],UNC Blue Pump Cover,adult,per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Cool Grey Pump Cover,adult,per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Oreo Pump Cover,adult,per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Midnight Black Pump Cover,adult,per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Cherry Blossom Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Navy Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Gunmetal Grey Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Amethyst Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Amethyst Camo Pump Cover,adult,per Rule G8
Evergreen Pump Cover,metafield:Metafield: mm-google-shopping.age_group [string],Arctic Camo Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Blackout Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],UNC Blue Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Cool Grey Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Oreo Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Midnight Black Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Cherry Blossom Pump Cover,shopify--bra-coverage.full,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Navy Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Gunmetal Grey Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Amethyst Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Amethyst Camo Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.bra-coverage [list.metaobject_reference],Arctic Camo Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Blackout Pump Cover,shopify--age-group.adults,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],UNC Blue Pump Cover,shopify--age-group.adults,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Cool Grey Pump Cover,shopify--age-group.adults,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Oreo Pump Cover,shopify--age-group.adults,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Midnight Black Pump Cover,shopify--age-group.adults,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Cherry Blossom Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Navy Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Gunmetal Grey Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Amethyst Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Amethyst Camo Pump Cover,shopify--age-group.adults,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Arctic Camo Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Blackout Pump Cover,shopify--top-length-type.long,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],UNC Blue Pump Cover,shopify--top-length-type.long,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Cool Grey Pump Cover,shopify--top-length-type.long,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Oreo Pump Cover,shopify--top-length-type.long,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Midnight Black Pump Cover,shopify--top-length-type.long,per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Cherry Blossom Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Navy Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Gunmetal Grey Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Amethyst Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Amethyst Camo Pump Cover,(null),per Rule G8
Evergreen Pump Cover,metafield:Metafield: shopify.top-length-type [list.metaobject_reference],Arctic Camo Pump Cover,(null),per Rule G8
Blank Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Blank pump cover,shopify--color-pattern.gray-2,per Rule G8
Blank Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Blank Pumpcover,shopify--color-pattern.black-7,per Rule G8
Blank Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Blank pump cover,shopify--age-group.adults,per Rule G8
Blank Pump Cover,metafield:Metafield: shopify.age-group [list.metaobject_reference],Blank Pumpcover,(null),per Rule G8
Cropped Pump Cover,body_html,Cropped Blackout Pumpcover,2357 chars,longest wins (Rule G7a)
Cropped Pump Cover,body_html,Cropped Cool Grey Pumpcover,2357 chars,longest wins (Rule G7a)
Cropped Pump Cover,body_html,Cropped Midnight Pumpcover,2356 chars,longest wins (Rule G7a)
Cropped Pump Cover,tag:size-xl,"Cropped Blackout Pumpcover, Cropped Midnight Pumpcover",on some siblings only,DROP (Rule G1 exception)
Cropped Pump Cover,collection:product-templates,Cropped Blackout Pumpcover,on some siblings only,UNION (Rule G2)
Cropped Pump Cover,collection:size-xl,"Cropped Blackout Pumpcover, Cropped Midnight Pumpcover",on some siblings only,UNION (Rule G2)
Cropped Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Cropped Blackout Pumpcover,shopify--color-pattern.black-7,per Rule G8
Cropped Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Cropped Cool Grey Pumpcover,shopify--color-pattern.grey,per Rule G8
Cropped Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Cropped Midnight Pumpcover,shopify--color-pattern.black-7,per Rule G8
Long Sleeve Pump Cover,body_html,Blackout Long Sleeve Pump Cover,2338 chars,longest wins (Rule G7a)
Long Sleeve Pump Cover,body_html,Midnight Long Sleeve Pump Cover,2336 chars,longest wins (Rule G7a)
Long Sleeve Pump Cover,tag:tops,Blackout Long Sleeve Pump Cover,on some siblings only,UNION (Rule G1)
Long Sleeve Pump Cover,tag:wls,Midnight Long Sleeve Pump Cover,on some siblings only,UNION (Rule G1)
Long Sleeve Pump Cover,tag:bls,Blackout Long Sleeve Pump Cover,on some siblings only,UNION (Rule G1)
Long Sleeve Pump Cover,collection:tops,Blackout Long Sleeve Pump Cover,on some siblings only,UNION (Rule G2)
Long Sleeve Pump Cover,collection:wls,Midnight Long Sleeve Pump Cover,on some siblings only,UNION (Rule G2)
Long Sleeve Pump Cover,collection:bls,Blackout Long Sleeve Pump Cover,on some siblings only,UNION (Rule G2)
Long Sleeve Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Blackout Long Sleeve Pump Cover,shopify--color-pattern.black-6,per Rule G8
Long Sleeve Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Midnight Long Sleeve Pump Cover,shopify--color-pattern.black-white,per Rule G8
Smoke Pump Cover,body_html,Smoke Pump Cover Dusk,2660 chars,longest wins (Rule G7a)
Smoke Pump Cover,body_html,Smoke Pump Cover Off White,2660 chars,longest wins (Rule G7a)
Smoke Pump Cover,body_html,Butterfly Blue Pump Cover,2490 chars,longest wins (Rule G7a)
Smoke Pump Cover,body_html,Glossy Gray Pump Cover,2322 chars,longest wins (Rule G7a)
Smoke Pump Cover,body_html,Paranorman Black Pump Cover,2397 chars,longest wins (Rule G7a)
Smoke Pump Cover,body_html,Paranorman Blood Red Pump Cover,2388 chars,longest wins (Rule G7a)
Smoke Pump Cover,body_html,Smoked Out Gray in Black Pump Cover,5843 chars,longest wins (Rule G7a)
Smoke Pump Cover,tag:size-2xl,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,DROP (Rule G1 exception)
Smoke Pump Cover,tag:PNCover,"Butterfly Blue Pump Cover, Glossy Gray Pump Cover, Paranorman Black Pump Cover, Paranorman Blood Red Pump Cover, Smoked Out Gray in Black Pump Cover",on some siblings only,UNION (Rule G1)
Smoke Pump Cover,tag:size-3xl,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,DROP (Rule G1 exception)
Smoke Pump Cover,tag:size-xl,Smoke Pump Cover Dusk,on some siblings only,DROP (Rule G1 exception)
Smoke Pump Cover,tag:size-4xl,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,DROP (Rule G1 exception)
Smoke Pump Cover,collection:size-2xl,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:size-3xl,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:pncover,"Butterfly Blue Pump Cover, Glossy Gray Pump Cover, Paranorman Black Pump Cover, Paranorman Blood Red Pump Cover, Smoked Out Gray in Black Pump Cover",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:smoke-drop,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:product-templates,Butterfly Blue Pump Cover,on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:size-4xl,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:in-stock,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White, Butterfly Blue Pump Cover, Glossy Gray Pump Cover, Paranorman Black Pump Cover, Paranorman Blood Red Pump Cover",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:paranorman-drop,"Butterfly Blue Pump Cover, Glossy Gray Pump Cover, Paranorman Black Pump Cover, Paranorman Blood Red Pump Cover, Smoked Out Gray in Black Pump Cover",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:size-xl,Smoke Pump Cover Dusk,on some siblings only,UNION (Rule G2)
Smoke Pump Cover,collection:black-friday,"Smoke Pump Cover Dusk, Smoke Pump Cover Off White, Butterfly Blue Pump Cover, Glossy Gray Pump Cover, Paranorman Black Pump Cover, Paranorman Blood Red Pump Cover",on some siblings only,UNION (Rule G2)
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Smoke Pump Cover Dusk,shopify--fabric.cotton,per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Smoke Pump Cover Off White,shopify--fabric.cotton,per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Butterfly Blue Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Glossy Gray Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Paranorman Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Paranorman Blood Red Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.fabric [list.metaobject_reference],Smoked Out Gray in Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Smoke Pump Cover Dusk,"shopify--color-pattern.black-3, shopify--color-pattern.grey",per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Smoke Pump Cover Off White,"shopify--color-pattern.black-3, shopify--color-pattern.cream",per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Butterfly Blue Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Glossy Gray Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Paranorman Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Paranorman Blood Red Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.color-pattern [list.metaobject_reference],Smoked Out Gray in Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Smoke Pump Cover Dusk,shopify--sleeve-length-type.long,per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Smoke Pump Cover Off White,shopify--sleeve-length-type.long,per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Butterfly Blue Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Glossy Gray Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Paranorman Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Paranorman Blood Red Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.sleeve-length-type [list.metaobject_reference],Smoked Out Gray in Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Smoke Pump Cover Dusk,shopify--activewear-clothing-features.breathable-design,per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Smoke Pump Cover Off White,shopify--activewear-clothing-features.breathable-design,per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Butterfly Blue Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Glossy Gray Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Paranorman Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Paranorman Blood Red Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: shopify.activewear-clothing-features [list.metaobject_reference],Smoked Out Gray in Black Pump Cover,(null),per Rule G8
Smoke Pump Cover,metafield:Metafield: mm-google-shopping.google_product_category [string],Smoke Pump Cover Dusk,5322,per Rule G8
Smoke Pump Cover,metafield:Metafield: mm-google-shopping.google_product_category [string],Smoke Pump Cover Off White,5322,per Rule G8
Smoke Pump Cover,metafield:Metafield: mm-google-shopping.google_product_category [string],Butterfly Blue Pump Cover,166,per Rule G8
Smoke Pump Cover,metafield:Metafield: mm-google-shopping.google_product_category [string],Glossy Gray Pump Cover,166,per Rule G8
Smoke Pump Cover,metafield:Metafield: mm-google-shopping.google_product_category [string],Paranorman Black Pump Cover,166,per Rule G8
Smoke Pump Cover,metafield:Metafield: mm-google-shopping.google_product_category [string],Paranorman Blood Red Pump Cover,166,per Rule G8
